id,title,assignee,inventor,priority,filing,publicationdate,grantdate,resultlink,url,
JP-5913441-B2,Advanced drug development and manufacturing ,エックスアールプロ・サイエンシズ・インコーポレイテツド,"エバ・アール・バーンボーム, アンドリュー・ティー・コピシュ, シャロン・エム・ボールドウィン, ベンジャミン・ピー・ワーナー, マーク・ティー・マクレスキー, ジェニファー・エイ・バーガー, ジェフリー・ジェイ・スチュアート, マイケル・エヌ・ハリス, アンソニー・ケイ・バレル",2006-10-10,2014-06-16,2016-04-27,2016-04-27,https://patents.google.com/patent/JP5913441B2/en,,
US-9176127-B2,Method for selecting a candidate drug compound ,Pepscan Systems B.V.,"Peter Timmerman, Joris Beld, Robbert H. MELOEN, Wouter C. Puijk",2003-02-27,2014-03-07,2015-11-03,2015-11-03,https://patents.google.com/patent/US9176127B2/en,https://patentimages.storage.googleapis.com/d9/54/b6/1129ffe61abc18/US09176127-20151103-D00001.png,
US-9421166-B2,Pulmonary delivery of aminoglycoside ,Novartis Ag,"Thomas E Tarara, Jeffry G Weers, Maria Geraldine Venthoye",2001-12-19,2014-04-08,2016-08-23,2016-08-23,https://patents.google.com/patent/US9421166B2/en,https://patentimages.storage.googleapis.com/08/5a/5e/d867652f49eae9/US09421166-20160823-D00001.png,
US-8790708-B2,Coated tablet formulations and uses thereof ,Wyeth Llc,"Muhammad Ashraf, Mainuddin Mahmud, Chimanlall Goolcharran, Krishnendu Ghosh, Arwinder Singh Nagi",2009-11-09,2013-08-21,2014-07-29,2014-07-29,https://patents.google.com/patent/US8790708B2/en,https://patentimages.storage.googleapis.com/ea/c8/0b/73710dd668ac9c/US08790708-20140729-D00001.png,
CN-105998032-B,The application of oleanolic acid derivate and its pharmaceutical composition in drug ,贵州医科大学,"张吉泉, 汤磊, 杜克斯, 陈瑞, 李维, 吴昊姝",2016-06-02,2016-06-02,2019-12-03,2019-12-03,https://patents.google.com/patent/CN105998032B/en,,
JP-6271602-B2,Device for delivering one or more drugs to a tumor ,"フレッド ハッチンソン キャンサー リサーチ センター, フレッド  ハッチンソン  キャンサー  リサーチ  センター","バーラミ，エス．バーラム, ヴィゼ，マンダナ, オルソン，ジェームズ",2007-08-14,2016-01-07,2018-01-31,2018-01-31,https://patents.google.com/patent/JP6271602B2/en,https://patentimages.storage.googleapis.com/f0/dc/7f/3ebfaf46b25d1a/0006271602-2.png,
US-2020231702-A1,"Innovative discovery of therapeutic, diagnostic, and antibody compositions related to protein fragments of seryl-trna synthetases ","Atyr Pharma, Inc., Pangu Biopharma Limited","Leslie Ann Greene, Kyle P. Chiang, Fei Hong, Alain P. Vasserot, Wing-Sze Lo, Jeffry D. Watkins, Cheryl L. Quinn, John D. Mendlein",2010-05-03,2019-11-21,2020-07-23,,https://patents.google.com/patent/US20200231702A1/en,https://patentimages.storage.googleapis.com/b1/3b/28/2473680fa42c25/US20200231702A1-20200723-D00001.png,
US-10160814-B2,"Innovative discovery of therapeutic, diagnostic, and antibody compositions related to protein fragments of glutamyl-prolyl-tRNA synthetases ","Atyr Pharma, Inc., Pangu BigPharma Limited","Leslie Ann Greene, Kyle P. Chiang, Fei Hong, Alain P. Vasserot, Wing-Sze Lo, Jeffry D. Watkins, Cheryl L. Quinn, John D. Mendlein",2010-05-04,2017-01-04,2018-12-25,2018-12-25,https://patents.google.com/patent/US10160814B2/en,https://patentimages.storage.googleapis.com/6d/9b/5f/3137c215d55e98/US10160814-20181225-D00001.png,
US-10563192-B2,"Innovative discovery of therapeutic, diagnostic, and antibody compositions related to protein fragments of threonyl-tRNA synthetases ","Atyr Pharma, Inc., Pangu Biopharma Limited","Leslie Ann Greene, Kyle P. Chiang, Fei Hong, Alain P. Vasserot, Wing-Sze Lo, Jeffry D. Watkins, Cheryl L. Quinn, John D. Mendlein",2010-04-27,2018-10-25,2020-02-18,2020-02-18,https://patents.google.com/patent/US10563192B2/en,https://patentimages.storage.googleapis.com/21/30/34/3d6a95777dd688/US10563192-20200218-D00001.png,
US-10717786-B2,"Innovative discovery of therapeutic, diagnostic, and antibody compositions related to protein fragments of Cysteinyl-tRNA synthetase ","aTye Pharma, Inc., Pangu Biopharma Limited","Leslie Ann Greene, Kyle P. Chiang, Fei Hong, Alain P. Vasserot, Wing-Sze Lo, Jeffry D. Watkins, Cheryl L. Quinn, John D. Mendlein",2010-04-26,2018-06-19,2020-07-21,2020-07-21,https://patents.google.com/patent/US10717786B2/en,https://patentimages.storage.googleapis.com/bd/28/ee/29a51ef3166ee8/US10717786-20200721-D00000.png,
US-2020223942-A1,"Innovative discovery of therapeutic, diagnostic, and antibody compositions related to protein fragments of alanyl trna synthetases ","Atyr Pharma, Inc., Pangu Biopharma Limited","Leslie Ann Greene, Kyle P. Chiang, Fei Hong, Alain P. Vasserot, Wing-Sze Lo, Jeffry D. Watkins, Cheryl L. Quinn, John D. Mendlein",2010-04-28,2019-11-21,2020-07-16,,https://patents.google.com/patent/US20200223942A1/en,https://patentimages.storage.googleapis.com/76/19/f1/18ccc24460958e/US20200223942A1-20200716-D00001.png,
US-10179908-B2,"Innovative discovery of therapeutic, diagnostic, and antibody compositions related to protein fragments of leucyl-tRNA synthetases ","Atyr Pharma, Inc., Pangu Biopharma Limited","Leslie Ann Greene, Kyle P. Chiang, Fei Hong, Alain P. Vasserot, Wing-Sze Lo, Jeffry D. Watkins, Cheryl L. Quinn, John D. Mendlein",2010-05-17,2017-09-12,2019-01-15,2019-01-15,https://patents.google.com/patent/US10179908B2/en,https://patentimages.storage.googleapis.com/e8/29/36/775d8a602f7c4f/US10179908-20190115-D00001.png,
US-10196629-B2,"Innovative discovery of therapeutic, diagnostic, and antibody compositions related to protein fragments of glycyl-tRNA synthetases ","Atyr Pharma, Inc., Pangu Biopharma Limited","Leslie Ann Greene, Kyle P. Chiang, Fei Hong, Alain P. Vasserot, Wing-Sze Lo, Jeffry D. Watkins, Cheryl L. Quinn, John D. Mendlein",2010-07-12,2017-09-11,2019-02-05,2019-02-05,https://patents.google.com/patent/US10196629B2/en,https://patentimages.storage.googleapis.com/52/fd/53/6d09944f0338cd/US10196629-20190205-D00001.png,
US-2019203194-A1,"Innovative discovery of therapeutic, diagnostic, and antibody compositions related to protein fragments of aspartyl-trna synthetases ","Atyr Pharma Inc., Pangu Biopharma Limited","Leslie Ann Greene, Kyle P. Chiang, Fei Hong, Alain P. Vasserot, Wing-Sze Lo, Jeffry Dean Watkins, Cheryl L. Quinn, John D. Mendlein",2010-07-12,2019-01-17,2019-07-04,,https://patents.google.com/patent/US20190203194A1/en,https://patentimages.storage.googleapis.com/97/e5/81/45aef689674f92/US20190203194A1-20190704-D00001.png,
US-10179906-B2,"Innovative discovery of therapeutic, diagnostic, and antibody compositions related to protein fragments of phenylalanyl-alpha-tRNA synthetases ","Atyr Pharma, Inc., Pangu Biopharma Limited","Leslie Ann Greene, Kyle P. Chiang, Fei Hong, Alian P. Vasserot, Wing-Sze Lo, Jeffry D. Watkins, Cheryl L. Quinn, John D. Mendlein",2010-05-03,2017-01-18,2019-01-15,2019-01-15,https://patents.google.com/patent/US10179906B2/en,https://patentimages.storage.googleapis.com/79/d1/dc/2fb5189dda432e/US10179906-20190115-D00001.png,
US-9593322-B2,"Innovative discovery of therapeutic, diagnostic, and antibody compositions related to protein fragments of arginyl-trna synthetases ","Atyr Pharma, Inc., Pangu Biopharma Limited","Leslie Ann Greene, Kyle P. Chiang, Fei Hong, Alain P. Vasserot, Wing-Sze Lo, Jeffry D. Watkins, Cheryl L. Quinn, John D. Mendlein",2010-05-03,2015-01-09,2017-03-14,2017-03-14,https://patents.google.com/patent/US9593322B2/en,https://patentimages.storage.googleapis.com/9e/84/1f/303b7962535ab6/US09593322-20170314-D00001.png,
US-10189911-B2,"Innovative discovery of therapeutic, diagnostic, and antibody compositions related to protein fragments of Valyl-tRNA synthetases ","Atyr Pharma, Inc., Pangu Biopharma Limited","Leslie Ann Greene, Kyle P. Chiang, Fei Hong, Alain P. Vasserot, Wing-Sze Lo, Jeffry D. Watkins, Cheryl L. Quinn, John D. Mendlein",2010-04-29,2016-11-30,2019-01-29,2019-01-29,https://patents.google.com/patent/US10189911B2/en,https://patentimages.storage.googleapis.com/4f/b2/69/bab0f4bf0c5391/US10189911-20190129-D00001.png,
US-9404104-B2,"Innovative discovery of therapeutic, diagnostic, and antibody compositions related to protein fragments of P38 multi-tRNA synthetase complex ","Atyr Pharma, Inc.","Leslie Ann Greene, Kyle P. Chiang, Alain P. Vasserot, Jeffry D. Watkins, Cheryl L. Quinn, John D. Mendlein",2010-05-04,2015-04-17,2016-08-02,2016-08-02,https://patents.google.com/patent/US9404104B2/en,https://patentimages.storage.googleapis.com/32/b7/3d/3a367397f2a46e/US09404104-20160802-D00001.png,
US-11694765-B2,Interrogatory cell-based assays for identifying drug-induced toxicity markers ,Berg Llc,"Niven Rajin Narain, Rangaprasad Sarangarajan, Vivek K. Vishnudas",2012-05-22,2018-11-05,2023-07-04,2023-07-04,https://patents.google.com/patent/US11694765B2/en,https://patentimages.storage.googleapis.com/9d/39/c7/c1ad5aeb1c7ba5/US11694765-20230704-D00001.png,
US-10451608-B2,"Cell line, system and method for optical-based screening of ion-channel modulators ",The Board Of Trustees Of The Leland Stanford Junior University,"Karl Deisseroth, Feng Zhang, Viviana Gradinaru, M. Bret Schneider",2005-07-22,2016-05-12,2019-10-22,2019-10-22,https://patents.google.com/patent/US10451608B2/en,https://patentimages.storage.googleapis.com/0c/dd/2e/da17e3d2b45f8a/US10451608-20191022-D00001.png,
CN-109033738-B,Deep learning-based drug activity prediction method ,湖南大学,"全哲, 范益世, 王凡, 乐雨泉, 林轩, 刘彦",2018-07-09,2018-07-09,2022-01-11,2022-01-11,https://patents.google.com/patent/CN109033738B/en,https://patentimages.storage.googleapis.com/5b/61/a0/0e2f199b2da765/HDA0001723507350000011.png,
US-10799594-B2,Drug delivery polymer and uses thereof ,Massachusetts Institute Of Technology,"Jeremiah A. Johnson, Longyan Liao",2013-04-09,2018-12-21,2020-10-13,2020-10-13,https://patents.google.com/patent/US10799594B2/en,https://patentimages.storage.googleapis.com/cf/c9/51/54a7587cb189d5/US10799594-20201013-D00001.png,
US-10478157-B2,Methods for drug delivery ,"Presage Biosciences, Inc.","Jason Frazier, Richard Klinghoffer, Marc Grenley",2011-10-28,2016-11-28,2019-11-19,2019-11-19,https://patents.google.com/patent/US10478157B2/en,https://patentimages.storage.googleapis.com/3a/c6/49/2286fc2c7be0c8/US10478157-20191119-D00000.png,
JP-6140122-B2,"Mammalian interleukin-12P40 and interleukin B30, compositions thereof, antibodies, use in pharmaceutical compositions ","メルク・シャープ・アンド・ドーム・コーポレーションＭｅｒｃｋ Ｓｈａｒｐ ＆ Ｄｏｈｍｅ Ｃｏｒｐ．, メルク・シャープ・アンド・ドーム・コーポレーション","オプマン ビルギット, オプマン ビルギット, デ ワール メイルフィット レン, デ  ワール  メイルフィット レン, エム． レンニック ドナ, エム．  レンニック ドナ, エイ． カステレイン ロバート, エイ．  カステレイン ロバート, ティー． ウィエコウスキ マリア, ティー．  ウィエコウスキ マリア, エイ． リラ セルジオ, エイ．  リラ セルジオ, ケイ． ナルラ サットワント, ケイ．  ナルラ サットワント",1999-09-09,2014-10-07,2017-05-31,2017-05-31,https://patents.google.com/patent/JP6140122B2/en,,
US-9549965-B2,Pharmaceutical composition for treating a microbial infection ,Helperby Therapeutics Limited,"Yanmin Hu, Anthony R M Coates",2010-09-10,2015-09-22,2017-01-24,2017-01-24,https://patents.google.com/patent/US9549965B2/en,https://patentimages.storage.googleapis.com/2e/72/4c/ec7c213f07b0b6/US09549965-20170124-D00001.png,
DK-3049973-T3,AUTOMATED SCREENING OF ENZYM VARIENTS ,Codexis Inc,"Xiyun Zhang, Russell Javiniar Sarmiento, Donald Scott Baskerville, Gjait W Huisman",2013-09-27,2014-09-26,2018-10-22,2018-10-22,https://patents.google.com/patent/DK3049973T3/en,,
EP-3433780-B1,Systems and methods for virtual screening and classifying chemical compounds for target polymer binding ,Atomwise Inc.,"Abraham Samuel HEIFETS, Izhar WALLACH, Kong NGUYEN",2017-03-30,2018-03-27,2021-06-16,2021-06-16,https://patents.google.com/patent/EP3433780B1/en,https://patentimages.storage.googleapis.com/60/ab/ec/ad597f331daa7a/imgf0001.png,
US-2021123906-A1,"Engineered Tissues for in vitro Research Uses, Arrays Thereof, and Methods of Making the Same ","Organovo, Inc.","Keith Murphy, Chirag Khatiwala, Scott Dorfman, Benjamin Shepherd, Sharon Presnell, Justin Robbins",2011-09-12,2020-09-04,2021-04-29,,https://patents.google.com/patent/US20210123906A1/en,https://patentimages.storage.googleapis.com/a1/9f/c5/a569242867047e/US20210123906A1-20210429-D00001.png,
EP-3008465-B1,Method of screening candidate biochemical entities targeting a target biochemical entity ,"Biodesy, Inc.","Joshua Salafsky, Carl Benton Moree Iii",2013-06-13,2014-06-13,2019-08-07,2019-08-07,https://patents.google.com/patent/EP3008465B1/en,https://patentimages.storage.googleapis.com/c4/51/61/ff0fb9b83dfa69/imgf0001.png,
US-2020013486-A1,Design of molecules ,University Of Dundee,"Andrew Lee Hopkins, Jérémy Besnard",2009-11-20,2019-08-12,2020-01-09,,https://patents.google.com/patent/US20200013486A1/en,https://patentimages.storage.googleapis.com/d9/6a/9a/1085e5a9c876de/US20200013486A1-20200109-D00001.png,
EP-3233493-B1,"Cellulose nanofibrillar bioink for 3d bioprinting for cell culturing, tissue engineering and regenerative medicine applications ",Cellink Ab,Paul Gatenholm,2014-12-18,2015-12-18,2021-06-16,2021-06-16,https://patents.google.com/patent/EP3233493B1/en,https://patentimages.storage.googleapis.com/ce/f6/ed/a9f37081e14b16/imgf0001.png,
AU-2021211993-B2,"Modulator of cystic fibrosis transmembrane conductance regulator, pharmaceutical compositions, methods of treatment, and process for making the modulator ",Vertex Pharmaceuticals Incorporated,"Alexander Russell Abela, Timothy ALCACIO, Corey Anderson, Paul Timothy Angell, Minson BAEK, Jeremy J. Clemens, Thomas Cleveland, Lori Ann Ferris, Peter Diederik Jan Grootenhuis, Raymond Stanley GROSS, Anton GULEVICH, Sara Sabina Hadida Ruah, Clara Kuang-Ju Hsia, Robert M. Hughes, Pramond Virupax JOSHI, Ping KANG, Ali Keshavarz-Shokri, Haripada Khatuya, Paul John Krenitsky, Jason Mccartney, Mark Thomas Miller, Prasuna PARASELLI, Fabrice Jean Denis Pierre, Yi Shi, Muna SHRESTHA, David Andrew Siesel, Kathy Stavropoulos, Andreas P. Termin, Johnny Uy, Fredrick F. Van Goor, Timothy John Young, Jinglan Zhou",2016-12-09,2021-08-03,2023-04-06,2023-04-06,https://patents.google.com/patent/AU2021211993B2/en,,
US-11186566-B2,"Modulator of cystic fibrosis transmembrane conductance regulator, pharmaceutical compositions, methods of treatment, and process for making the modulator ",Vertex Pharmaceuticals Incorporated,"Timothy Alcacio, Minson Baek, Peter Grootenhuis, Sara Sabina Hadida Ruah, Robert M. Hughes, Ali Keshavarz-Shokri, Rachel McAuley-Aoki, Jason McCartney, Mark Thomas Miller, Fredrick Van Goor, Beili Zhang, Corey Anderson, Thomas Cleveland, Bryan A. Frieman, Haripada Khatuya, Pramod Virupax Joshi, Paul John Krenitsky, Vito Melillo, Fabrice Jean Denis Pierre, Andreas P. Termin, Johnny Uy, Jinglan Zhou, Alexander Russell Abela, Brett Bradley Busch, Prasuna Paraselli",2016-09-30,2019-12-04,2021-11-30,2021-11-30,https://patents.google.com/patent/US11186566B2/en,https://patentimages.storage.googleapis.com/a6/11/2e/3249d3d9ca059c/US11186566-20211130-D00001.png,
JP-7202373-B2,Dihydropyrimidine compounds and their use in medicine ,サンシャイン・レイク・ファーマ・カンパニー・リミテッド,"シンチャン・リュウ, チンユン・レン, グアンファ・ヤン, ジークフリート・ゴールドマン, インジュン・ジャン",2017-10-18,2018-10-17,2023-01-11,2023-01-11,https://patents.google.com/patent/JP7202373B2/en,,
US-10705078-B2,Compartmentalised screening by microfluidic control ,"United Kingdom Research And Innovation, President And Fellows Of Harvard College","Andrew David Griffiths, David A. Weitz, Darren Roy Link, Keunho Ahn, Jerome Bibette",2004-10-12,2019-06-26,2020-07-07,2020-07-07,https://patents.google.com/patent/US10705078B2/en,https://patentimages.storage.googleapis.com/c8/37/29/ed3040d224dfb8/US10705078-20200707-D00000.png,
US-2021148939-A1,Methods for screening for binding partners of g-protein coupled receptors ,Heptares Therapeutics Limited,"Malcolm Peter Weir, Richard Henderson, Christopher Gordon Tate, Francesca Magnani, Maria Josefa Serrano-Vega, Yoko Shibata, Antony Johannes Warne",2007-12-20,2020-11-30,2021-05-20,,https://patents.google.com/patent/US20210148939A1/en,https://patentimages.storage.googleapis.com/5e/76/b7/d15682e94bd10a/US20210148939A1-20210520-D00001.png,
US-10151698-B2,Selection by compartmentalized screening ,United Kingdom Research And Innovation,"Andrew David Griffiths, Chris Abell, Florian Hollfelder, Enrico Mastrobattista",2003-03-31,2017-12-27,2018-12-11,2018-12-11,https://patents.google.com/patent/US10151698B2/en,https://patentimages.storage.googleapis.com/25/77/7a/874f50bca97894/US10151698-20181211-D00001.png,
US-2022291216-A1,Pharmaceuticals and methods for treating hypoxia and screening methods therefor ,"Dana Farber Cancer Insitute, Inc.","William G. Kaelin, Mircea Ivan",2001-03-20,2020-11-20,2022-09-15,,https://patents.google.com/patent/US20220291216A1/en,https://patentimages.storage.googleapis.com/0d/60/26/1b4ac6eecbb5e8/US20220291216A1-20220915-D00001.png,
US-10509018-B2,Apparatus and methods for conducting assays and high throughput screening ,California Institute Of Technology,"Stephen R. Quake, Marc A. Unger, Hou-Pu Chou, Todd A. Thorsen, Axel Scherer",2000-11-16,2015-10-30,2019-12-17,2019-12-17,https://patents.google.com/patent/US10509018B2/en,https://patentimages.storage.googleapis.com/4e/b2/30/f61ff6443123ba/US10509018-20191217-D00000.png,
